"","MLUSE_old","MLUSE_new"
"850","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"851","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"852","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"853","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"854","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"855","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"856","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"857","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"858","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"859","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"860","Commerical / Industrial (before)","Commerical / Industrial (after)"
"861","Commerical / Industrial (before)","Commerical / Industrial (after)"
"862","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"863","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"864","Commerical / Industrial (before)","Commerical / Industrial (after)"
"865","Commerical / Industrial (before)","Commerical / Industrial (after)"
"866","Commerical / Industrial (before)","Commerical / Industrial (after)"
"867","Commerical / Industrial (before)","Commerical / Industrial (after)"
"868","Commerical / Industrial (before)","Commerical / Industrial (after)"
"869","Commerical / Industrial (before)","Commerical / Industrial (after)"
"870","Commerical / Industrial (before)","Commerical / Industrial (after)"
"871","Commerical / Industrial (before)","Commerical / Industrial (after)"
"872","Commerical / Industrial (before)","Undefined (after)"
"873","Commerical / Industrial (before)","Commerical / Industrial (after)"
"874","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"875","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"876","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"877","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"878","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"879","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"880","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"881","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"882","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"883","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"884","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"885","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"886","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"887","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"888","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"889","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"890","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"891","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"892","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"893","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"894","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"895","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"896","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"897","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"898","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"899","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"900","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"901","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"902","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"903","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"904","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"905","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"906","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"907","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"908","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"909","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"910","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"911","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"912","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"913","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"914","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"915","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"916","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"917","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"918","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"919","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"920","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"921","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"922","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"923","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"924","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"925","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"926","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"927","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"928","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"929","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"930","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"931","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"932","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"933","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"934","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"935","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"936","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"937","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"938","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"939","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"940","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"941","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"942","Single Family Residential Suburban (before)","Undefined (after)"
"943","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"944","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"945","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"946","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"947","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"948","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"949","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"950","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"951","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"952","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"953","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"954","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"955","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"956","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"957","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"958","Single Family Residential Suburban (before)","Other (after)"
"959","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"960","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"961","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"962","Undefined (before)","Undefined (after)"
"963","Undefined (before)","Undefined (after)"
"964","Undefined (before)","Undefined (after)"
"965","Other (before)","Other (after)"
"966","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"967","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"968","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"969","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"970","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"971","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"972","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"973","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"974","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"975","Other (before)","Single Family Residential Suburban (after)"
"976","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"977","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"978","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"979","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"980","Commerical / Industrial (before)","Commerical / Industrial (after)"
"981","Commerical / Industrial (before)","Commerical / Industrial (after)"
"982","Commerical / Industrial (before)","Commerical / Industrial (after)"
"983","Commerical / Industrial (before)","Commerical / Industrial (after)"
"984","Other (before)","Other (after)"
"985","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"986","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"987","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"988","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"989","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"990","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"991","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"992","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"993","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"994","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"995","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"996","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"997","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"998","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"999","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1000","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1001","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1002","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1003","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1004","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1005","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1006","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1007","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1008","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1009","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1010","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1011","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1012","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1013","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1014","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1015","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1016","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1017","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1018","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1019","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1020","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1021","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1022","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1023","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1024","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1025","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1026","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1027","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1028","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1029","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1030","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1031","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1032","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1033","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1034","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1035","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1036","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1037","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1038","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1039","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1040","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1041","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1042","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1043","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1044","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1045","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1046","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1047","Undefined (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1048","Undefined (before)","Single Family Residential Suburban (after)"
"1049","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1050","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1051","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1052","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1053","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1054","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1055","Other (before)","Other (after)"
"1056","Other (before)","Other (after)"
"1057","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1058","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"1059","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1060","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1061","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1062","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1063","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1064","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1065","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1066","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1067","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1068","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1069","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1070","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1071","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1072","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1073","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1074","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1075","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1076","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1077","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1078","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1079","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1080","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1081","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1082","Undefined (before)","Single Family Residential Suburban (after)"
"1083","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1084","Undefined (before)","Single Family Residential Suburban (after)"
"1085","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1086","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1087","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1088","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1089","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1090","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1091","Single Family Residential Suburban (before)","Undefined (after)"
"1092","Single Family Residential Suburban (before)","Undefined (after)"
"1093","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1094","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1095","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1096","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1097","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1098","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1099","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1100","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1101","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1102","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1103","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1104","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1105","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1106","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1107","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1108","Commerical / Industrial (before)","Other (after)"
"1109","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1110","Commerical / Industrial (before)","Other (after)"
"1111","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1112","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1113","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1114","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1115","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1116","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1117","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1118","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1119","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1120","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1121","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1122","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1123","Single Family Residential Suburban (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1124","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1125","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1126","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1127","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1128","Undefined (before)","Single Family Residential Suburban (after)"
"1129","Undefined (before)","Single Family Residential Suburban (after)"
"1130","Other (before)","Single Family Residential Suburban (after)"
"1131","Other (before)","Other (after)"
"1132","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1133","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1134","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1135","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1136","Other (before)","Other (after)"
"1137","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1138","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1139","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1140","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1141","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1142","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1143","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1144","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1145","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1146","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1147","Other (before)","Other (after)"
"1148","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1149","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1150","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1151","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1152","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1153","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1154","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1155","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1156","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1157","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1158","Undefined (before)","Undefined (after)"
"1159","Agricultural / Undeveloped (20-99 Acres) (before)","Undefined (after)"
"1160","Agricultural / Undeveloped (100+ Acres) (before)","Undefined (after)"
"1161","Other (before)","Other (after)"
"1162","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1163","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1164","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1165","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1166","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1167","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1168","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1169","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1170","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1171","Other (before)","Other (after)"
"1172","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1173","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1174","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1175","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1176","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1177","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1178","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1179","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1180","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1181","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1182","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1183","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1184","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1185","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1186","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1187","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1188","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1189","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1190","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1191","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1192","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1193","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1194","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1195","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1196","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1197","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1198","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1199","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1200","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1201","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1202","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1203","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
